Action,136,0.38309859154929576
Ecchi,106,0.29859154929577464
Horror,10,0.028169014084507043
Supernatural,90,0.2535211267605634
Shounen,70,0.19718309859154928
Comedy,214,0.6028169014084507
Demons,15,0.04225352112676056
Fantasy,116,0.3267605633802817
Romance,188,0.5295774647887324
Adventure,50,0.14084507042253522
Harem,104,0.29295774647887324
School,171,0.48169014084507045
Drama,57,0.16056338028169015
Slice of Life,69,0.19436619718309858
Mecha,14,0.03943661971830986
Sci-Fi,52,0.14647887323943662
Super Power,24,0.0676056338028169
Shoujo,6,0.016901408450704224
Game,15,0.04225352112676056
Magic,43,0.12112676056338029
Mystery,13,0.036619718309859155
Seinen,36,0.10140845070422536
Vampire,7,0.01971830985915493
Psychological,6,0.016901408450704224
Military,10,0.028169014084507043
Historical,4,0.011267605633802818
Music,8,0.022535211267605635
Shoujo Ai,3,0.008450704225352112
Sports,5,0.014084507042253521
Parody,10,0.028169014084507043
Martial Arts,9,0.02535211267605634
Space,2,0.005633802816901409
Dementia,1,0.0028169014084507044
Thriller,2,0.005633802816901409
Police,1,0.0028169014084507044
Samurai,1,0.0028169014084507044
