Action,258,0.5746102449888641
Adventure,82,0.18262806236080179
Comedy,169,0.37639198218262804
Drama,169,0.37639198218262804
Sci-Fi,87,0.19376391982182628
Space,12,0.026726057906458798
Horror,62,0.13808463251670378
Mystery,104,0.23162583518930957
School,68,0.1514476614699332
Supernatural,197,0.43875278396436523
Thriller,30,0.066815144766147
Psychological,59,0.13140311804008908
Romance,99,0.22048997772828507
Seinen,67,0.1492204899777283
Fantasy,99,0.22048997772828507
Magic,39,0.08685968819599109
Military,26,0.05790645879732739
Shounen,90,0.20044543429844097
Slice of Life,73,0.16258351893095768
Vampire,22,0.04899777282850779
Demons,36,0.0801781737193764
Historical,44,0.09799554565701558
Harem,5,0.011135857461024499
Music,36,0.0801781737193764
Shoujo,38,0.08463251670378619
Super Power,42,0.0935412026726058
Parody,12,0.026726057906458798
Samurai,11,0.024498886414253896
Dementia,10,0.022271714922048998
Mecha,24,0.053452115812917596
Sports,35,0.0779510022271715
Police,11,0.024498886414253896
Game,9,0.0200445434298441
Martial Arts,7,0.015590200445434299
Ecchi,8,0.017817371937639197
Josei,15,0.0334075723830735
Kids,2,0.004454342984409799
Shounen Ai,6,0.013363028953229399
Cars,3,0.0066815144766146995
Shoujo Ai,3,0.0066815144766146995
Hentai,1,0.0022271714922048997
Yaoi,1,0.0022271714922048997
